Article_ID,Source_Type,Database/Source,Search_Date,Search_Query,Title,Authors,Year,Journal/Conference,DOI,URL,Abstract,Document_Type,Language,Duplicate_Key,Duplicate?,Notes
SS-0051,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),DCDM: Divide-and-Conquer Diffusion Models for Consistency-Preserving Video Generation,Hao-Yu Zhao; Yuang Zhang; Junqi Cheng; Jiaxi Gu; Zenghui Lu; Peng Shu; Zuxuan Wu; Yu-Gang Jiang,2026,arXiv.org,10.48550/arXiv.2602.13637,https://www.semanticscholar.org/paper/22a9e01c1bf932541be5c1d408b4b1e134bc8792,"Recent video generative models have demonstrated impressive visual fidelity, yet they often struggle with semantic, geometric, and identity consistency. In this paper, we propose a system-level framework, termed the Divide-and-Conquer Diffusion Model (DCDM), to address three key challenges: (1) intra-clip world knowledge consistency, (2) inter-clip camera consistency, and (3) inter-shot element consistency. DCDM decomposes video consistency modeling under these scenarios into three dedicated components while sharing a unified video generation backbone. For intra-clip consistency, DCDM leverages a large language model to parse input prompts into structured semantic representations, which are subsequently translated into coherent video content by a diffusion transformer. For inter-clip camera consistency, we propose a temporal camera representation in the noise space that enables precise and stable camera motion control, along with a text-to-image initialization mechanism to further enhance controllability. For inter-shot consistency, DCDM adopts a holistic scene generation paradigm with windowed cross-attention and sparse inter-shot self-attention, ensuring long-range narrative coherence while maintaining computational efficiency. We validate our framework on the test set of the CVM Competition at AAAI'26, and the results demonstrate that the proposed strategies effectively address these challenges.",JournalArticle,English,dcdm_divideandconquer_diffusion_models_for_consistencypreserving_video_2026,,Citations: 0
SS-0052,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Discriminative Skeleton-Based Action Recognition via Co-Learning with Motion Diffusion Model,Sanghyeon Lee; Ahmed Fakhry; Jinwoo Kim; Jong Taek Lee,2025,Advanced Video and Signal Based Surveillance,10.1109/AVSS65446.2025.11149969,https://www.semanticscholar.org/paper/eff052c61b1dca784ad770cf4d24561c55c630bd,,"JournalArticle, Conference",English,discriminative_skeletonbased_action_recognition_via_colearning_with_2025,,Citations: 1
SS-0053,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),InSpatio-WorldFM: An Open-Source Real-Time Generative Frame Model,Xiao-Yu Zhang; Weihong Pan; Zhichao Ye; Jialin Liu; Yipeng Chen; Nan Wang; Xiaojun Xiang; Weijian Xie; Yifu Wang; Hao-Yu Ji; Sijia Pan; Zhewen Le; Jingwen Guo; Xian-Bin Liu; Donghui Shen; Ziqiang Zhao; Haomin Liu; Guofeng Zhang,2026,arXiv.org,10.48550/arXiv.2603.11911,https://www.semanticscholar.org/paper/6fd0334ef399d1dc82c7544df319591f29e91124,"We present InSpatio-WorldFM, an open-source real-time frame model for spatial intelligence. Unlike video-based world models that rely on sequential frame generation and incur substantial latency due to window-level processing, InSpatio-WorldFM adopts a frame-based paradigm that generates each frame independently, enabling low-latency real-time spatial inference. By enforcing multi-view spatial consistency through explicit 3D anchors and implicit spatial memory, the model preserves global scene geometry while maintaining fine-grained visual details across viewpoint changes. We further introduce a progressive three-stage training pipeline that transforms a pretrained image diffusion model into a controllable frame model and finally into a real-time generator through few-step distillation. Experimental results show that InSpatio-WorldFM achieves strong multi-view consistency while supporting interactive exploration on consumer-grade GPUs, providing an efficient alternative to traditional video-based world models for real-time world simulation.",JournalArticle,English,inspatioworldfm_an_opensource_realtime_generative_frame_model_2026,,Citations: 6
SS-0054,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Generative Camera Dolly: Extreme Monocular Dynamic Novel View Synthesis,Basile Van Hoorick; Rundi Wu; Ege Ozguroglu; Kyle Sargent; Ruoshi Liu; P. Tokmakov; Achal Dave; Changxi Zheng; Carl Vondrick,2024,European Conference on Computer Vision,10.48550/arXiv.2405.14868,https://www.semanticscholar.org/paper/0b7d3bf45a62d0e636e6181ed543c26182b8982b,"Accurate reconstruction of complex dynamic scenes from just a single viewpoint continues to be a challenging task in computer vision. Current dynamic novel view synthesis methods typically require videos from many different camera viewpoints, necessitating careful recording setups, and significantly restricting their utility in the wild as well as in terms of embodied AI applications. In this paper, we propose $\textbf{GCD}$, a controllable monocular dynamic view synthesis pipeline that leverages large-scale diffusion priors to, given a video of any scene, generate a synchronous video from any other chosen perspective, conditioned on a set of relative camera pose parameters. Our model does not require depth as input, and does not explicitly model 3D scene geometry, instead performing end-to-end video-to-video translation in order to achieve its goal efficiently. Despite being trained on synthetic multi-view video data only, zero-shot real-world generalization experiments show promising results in multiple domains, including robotics, object permanence, and driving environments. We believe our framework can potentially unlock powerful applications in rich dynamic scene understanding, perception for robotics, and interactive 3D video viewing experiences for virtual reality.","JournalArticle, Conference",English,generative_camera_dolly_extreme_monocular_dynamic_novel_2024,,Citations: 130
SS-0055,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),BetterScene: 3D Scene Synthesis with Representation-Aligned Generative Model,Yu-Ci Han; Charles Toth; J. E. Anderson; William J. Shuart; Alper Yilmaz,2026,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",10.48550/arXiv.2602.22596,https://www.semanticscholar.org/paper/8a05614e87bfe1a051aab403b1f2fdde7b473933,"Abstract. We present BetterScene, an approach to enhance novel view synthesis (NVS) quality for diverse real-world scenes, using extremely sparse unconstrained photos. BetterScene leverages the production-ready Stable Video Diffusion (SVD) model pretrained on billions of frames as a strong backbone, aiming to mitigate artifacts and recovering view-consistent details at inference time. Conventional methods have developed similar diffusion-based solutions to address these challenges of novel view synthesis. Despite significant improvements, these methods typically rely on off-the-shelf pretrained diffusion priors and fine-tune only the UNet module while keeping other components frozen, which still leads to inconsistent details and artifacts even when incorporating geometry-aware regularizations like depth or semantic conditions. To address this, we investigate the latent space of the diffusion model and introduce two components: (1) temporal equivariance regularization and (2) vision foundation model-aligned representation, both applied to the variational autoencoder (VAE) module within the SVD pipeline. BetterScene integrates a feed-forward 3D Gaussian Splatting (3DGS) model to render features as inputs for the SVD enhancer and generate continuous, artifacts-free, consistent novel views. We perform evaluation using the challenging DL3DV-10K dataset, demonstrating significant visual quality improvements over previous state-of-the-art diffusion-based methods on NVS tasks.",JournalArticle,English,betterscene_3d_scene_synthesis_with_representationaligned_generative_2026,,Citations: 0
SS-0056,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),STAG4D: Spatial-Temporal Anchored Generative 4D Gaussians,Yi-Fei Zeng; Yan-Qin Jiang; Siyu Zhu; Yuanxun Lu; You-Tian Lin; Hao Zhu; Weiming Hu; Xun Cao; Yao Yao,2024,European Conference on Computer Vision,10.48550/arXiv.2403.14939,https://www.semanticscholar.org/paper/349e53ad4deaae7c4ed164988057981655b12843,"Recent progress in pre-trained diffusion models and 3D generation have spurred interest in 4D content creation. However, achieving high-fidelity 4D generation with spatial-temporal consistency remains a challenge. In this work, we propose STAG4D, a novel framework that combines pre-trained diffusion models with dynamic 3D Gaussian splatting for high-fidelity 4D generation. Drawing inspiration from 3D generation techniques, we utilize a multi-view diffusion model to initialize multi-view images anchoring on the input video frames, where the video can be either real-world captured or generated by a video diffusion model. To ensure the temporal consistency of the multi-view sequence initialization, we introduce a simple yet effective fusion strategy to leverage the first frame as a temporal anchor in the self-attention computation. With the almost consistent multi-view sequences, we then apply the score distillation sampling to optimize the 4D Gaussian point cloud. The 4D Gaussian spatting is specially crafted for the generation task, where an adaptive densification strategy is proposed to mitigate the unstable Gaussian gradient for robust optimization. Notably, the proposed pipeline does not require any pre-training or fine-tuning of diffusion networks, offering a more accessible and practical solution for the 4D generation task. Extensive experiments demonstrate that our method outperforms prior 4D generation works in rendering quality, spatial-temporal consistency, and generation robustness, setting a new state-of-the-art for 4D generation from diverse inputs, including text, image, and video.","JournalArticle, Conference",English,stag4d_spatialtemporal_anchored_generative_4d_gaussians_2024,,Citations: 126
SS-0057,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Generated Reality: Human-centric World Simulation using Interactive Video Generation with Hand and Camera Control,Linxi Xie; Lisong C. Sun; A. Neall; Tong Wu; Shengqu Cai; Gordon Wetzstein,2026,arXiv.org,10.48550/arXiv.2602.18422,https://www.semanticscholar.org/paper/d4028b3677d9fdae1b36950b105a1edb4d2d225e,"Extended reality (XR) demands generative models that respond to users'tracked real-world motion, yet current video world models accept only coarse control signals such as text or keyboard input, limiting their utility for embodied interaction. We introduce a human-centric video world model that is conditioned on both tracked head pose and joint-level hand poses. For this purpose, we evaluate existing diffusion transformer conditioning strategies and propose an effective mechanism for 3D head and hand control, enabling dexterous hand--object interactions. We train a bidirectional video diffusion model teacher using this strategy and distill it into a causal, interactive system that generates egocentric virtual environments. We evaluate this generated reality system with human subjects and demonstrate improved task performance as well as a significantly higher level of perceived amount of control over the performed actions compared with relevant baselines.",JournalArticle,English,generated_reality_humancentric_world_simulation_using_interactive_2026,,Citations: 10
SS-0058,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),EchoShot: Multi-Shot Portrait Video Generation,Jiahao Wang; Hualian Sheng; Sijia Cai; Weizhan Zhang; Caixia Yan; Yachuang Feng; Bing Deng; Jieping Ye,2025,Neural Information Processing Systems,10.48550/arXiv.2506.15838,https://www.semanticscholar.org/paper/988ee35918920c24e74317795f52890d06b6c81c,"Video diffusion models substantially boost the productivity of artistic workflows with high-quality portrait video generative capacity. However, prevailing pipelines are primarily constrained to single-shot creation, while real-world applications urge for multiple shots with identity consistency and flexible content controllability. In this work, we propose EchoShot, a native and scalable multi-shot framework for portrait customization built upon a foundation video diffusion model. To start with, we propose shot-aware position embedding mechanisms within video diffusion transformer architecture to model inter-shot variations and establish intricate correspondence between multi-shot visual content and their textual descriptions. This simple yet effective design enables direct training on multi-shot video data without introducing additional computational overhead. To facilitate model training within multi-shot scenario, we construct PortraitGala, a large-scale and high-fidelity human-centric video dataset featuring cross-shot identity consistency and fine-grained captions such as facial attributes, outfits, and dynamic motions. To further enhance applicability, we extend EchoShot to perform reference image-based personalized multi-shot generation and long video synthesis with infinite shot counts. Extensive evaluations demonstrate that EchoShot achieves superior identity consistency as well as attribute-level controllability in multi-shot portrait video generation. Notably, the proposed framework demonstrates potential as a foundational paradigm for general multi-shot video modeling.",JournalArticle,English,echoshot_multishot_portrait_video_generation_2025,,Citations: 27
SS-0059,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Text-to-Model: Text-Conditioned Neural Network Diffusion for Train-Once-for-All Personalization,Zexi Li; Ling-Zhi Gao; Chao Wu,2024,arXiv.org,10.48550/arXiv.2405.14132,https://www.semanticscholar.org/paper/288fe7291f73aa2fe7329a49a465dd791e1d61e3,"Generative artificial intelligence (GenAI) has made significant progress in understanding world knowledge and generating content from human languages across various modalities, like text-to-text large language models, text-to-image stable diffusion, and text-to-video Sora. While in this paper, we investigate the capability of GenAI for text-to-model generation, to see whether GenAI can comprehend hyper-level knowledge embedded within AI itself parameters. Specifically, we study a practical scenario termed train-once-for-all personalization, aiming to generate personalized models for diverse end-users and tasks using text prompts. Inspired by the recent emergence of neural network diffusion, we present Tina, a text-conditioned neural network diffusion for train-once-for-all personalization. Tina leverages a diffusion transformer model conditioned on task descriptions embedded using a CLIP model. Despite the astronomical number of potential personalized tasks (e.g., $1.73\times10^{13}$), by our design, Tina demonstrates remarkable in-distribution and out-of-distribution generalization even trained on small datasets ($\sim 1000$). We further verify whether and how \Tina understands world knowledge by analyzing its capabilities under zero-shot/few-shot image prompts, different numbers of personalized classes, prompts of natural language descriptions, and predicting unseen entities.",JournalArticle,English,texttomodel_textconditioned_neural_network_diffusion_for_trainonceforall_2024,,Citations: 11
SS-0060,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),DuoMo: Dual Motion Diffusion for World-Space Human Reconstruction,Yufu Wang; Evonne Ng; Soyong Shin; Rawal Khirodkar; Yuan Dong; Zhaoen Su; Jinhyung D. Park; Kris Kitani; Alexander Richard; F. Prada; Michael Zollhofer,2026,arXiv.org,10.48550/arXiv.2603.03265,https://www.semanticscholar.org/paper/8d3698e1c9bffe322d67a1b5d5228a9bb108fb3c,"We present DuoMo, a generative method that recovers human motion in world-space coordinates from unconstrained videos with noisy or incomplete observations. Reconstructing such motion requires solving a fundamental trade-off: generalizing from diverse and noisy video inputs while maintaining global motion consistency. Our approach addresses this problem by factorizing motion learning into two diffusion models. The camera-space model first estimates motion from videos in camera coordinates. The world-space model then lifts this initial estimate into world coordinates and refines it to be globally consistent. Together, the two models can reconstruct motion across diverse scenes and trajectories, even from highly noisy or incomplete observations. Moreover, our formulation is general, generating the motion of mesh vertices directly and bypassing parametric models. DuoMo achieves state-of-the-art performance. On EMDB, our method obtains a 16% reduction in world-space reconstruction error while maintaining low foot skating. On RICH, it obtains a 30% reduction in world-space error. Project page: https://yufu-wang.github.io/duomo/",JournalArticle,English,duomo_dual_motion_diffusion_for_worldspace_human_2026,,Citations: 6
SS-0061,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Closed-Loop Visuomotor Control with Generative Expectation for Robotic Manipulation,Qingwen Bu; Jia Zeng; Li Chen; Yan-Chao Yang; Guyue Zhou; Junchi Yan; Ping Luo; He-Ming Cui; Yi Ma; Hong-Yang Li,2024,Neural Information Processing Systems,10.48550/arXiv.2409.09016,https://www.semanticscholar.org/paper/e9e3f685dce62b0ec9c3f10318110ecf7365231a,"Despite significant progress in robotics and embodied AI in recent years, deploying robots for long-horizon tasks remains a great challenge. Majority of prior arts adhere to an open-loop philosophy and lack real-time feedback, leading to error accumulation and undesirable robustness. A handful of approaches have endeavored to establish feedback mechanisms leveraging pixel-level differences or pre-trained visual representations, yet their efficacy and adaptability have been found to be constrained. Inspired by classic closed-loop control systems, we propose CLOVER, a closed-loop visuomotor control framework that incorporates feedback mechanisms to improve adaptive robotic control. CLOVER consists of a text-conditioned video diffusion model for generating visual plans as reference inputs, a measurable embedding space for accurate error quantification, and a feedback-driven controller that refines actions from feedback and initiates replans as needed. Our framework exhibits notable advancement in real-world robotic tasks and achieves state-of-the-art on CALVIN benchmark, improving by 8% over previous open-loop counterparts. Code and checkpoints are maintained at https://github.com/OpenDriveLab/CLOVER.",JournalArticle,English,closedloop_visuomotor_control_with_generative_expectation_for_2024,,Citations: 74
SS-0062,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Nano World Models: A Minimalist Implementation of Future Video Prediction,Siqiao Huang; Partha Kaushik; Michael Chen; Hengkai Pan; O. Chehab; Fernando Moreno-Pino; Max Simchowitz,2026,arXiv.org,10.48550/arXiv.2605.23993,https://www.semanticscholar.org/paper/301530307604741d8f9d39bb16fe0f69922a6b5d,"World models have become a central paradigm for learning predictive simulators that support generation, planning, and decision-making. Yet, despite rapid progress in industry-scale interactive video generation, the broader research community still lacks compact, reproducible, and easily extensible implementations for studying the design choices underlying modern world models. We introduce Nano World Models, a minimalist codebase for future video prediction centered around diffusion forcing. Nano World Models provides a unified interface for generative objectives, model scales, action-conditioning mechanisms, latent observation spaces, datasets, evaluation protocols, and long-horizon rollout procedures. This design enables controlled studies of world-modeling components that are often entangled across separate implementations. Through experiments across simple control environments, game simulation, and real-robot data, we examine how prediction parameterization, architecture scale, action injection, sampling budget, and domain complexity affect video prediction quality and autoregressive rollout behavior. By releasing code, configurations, evaluation scripts, and pretrained checkpoints, Nano World Models aims to provide a compact yet extensible experimental substrate for open, reproducible, and scientific world-model research.",JournalArticle,English,nano_world_models_a_minimalist_implementation_of_2026,,Citations: 2
SS-0063,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),G-HOP: Generative Hand-Object Prior for Interaction Reconstruction and Grasp Synthesis,Yufei Ye; Abhinav Gupta; K. Kitani; Shubham Tulsiani,2024,Computer Vision and Pattern Recognition,10.1109/CVPR52733.2024.00187,https://www.semanticscholar.org/paper/eaa0078838310afb0e9a92e929e85a274d696dbb,"We propose G-HOP, a denoising diffusion based generative prior for hand-object interactions that allows modeling both the 3D object and a human hand, conditioned on the object category. To learn a 3D spatial diffusion model that can capture this joint distribution, we represent the human hand via a skeletal distance field to obtain a representation aligned with the (latent) signed distance field for the object. We show that this hand-object prior can then serve as generic guidance to facilitate other tasks like reconstruction from interaction clip and human grasp synthesis. We believe that our model, trained by aggregating seven diverse real-world interaction datasets spanning across 155 cate-gories, represents a first approach that allows jointly generating both hand and object. Our empirical evaluations demonstrate the benefit of this joint prior in video-based reconstruction and human grasp synthesis, outperforming current task-specific baselines.","JournalArticle, Conference",English,ghop_generative_handobject_prior_for_interaction_reconstruction_2024,,Citations: 55
SS-0064,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Cycle-World: Mitigating Error Accumulation in Long-term Video World Models via Reverse-Prediction Cycle Consistency,Zi-Han Su; Teng Hu; Jiangning Zhang; Rui-Yan Wang; Ran Yi; Lizhuang Ma; Dacheng Tao,2026,arXiv.org,10.48550/arXiv.2607.11836,https://www.semanticscholar.org/paper/fc30bd6879001320797c8ad17fa2b5862edc1189,"Autoregressive diffusion models have enabled high-quality video generation, yet their sequential nature inherently suffers from error accumulation. In long-horizon video synthesis, minor prediction deviations compound over time, inevitably leading to unconstrained generative drift, structural collapse, and severe visual degradation. To address this, we propose Cycle-World, a novel framework designed for stable and temporally consistent long-video generation. Our approach tackles error drift by enforcing strict temporal reversibility across both the training and inference phases. Theoretically, we demonstrate that forward generative drift can be strictly bottlenecked by a cycle-consistency objective. During training, we integrate an efficient reverse-prediction model to implicitly embed causal constraints into the forward generator, compelling it to produce reversible sequences that tightly adhere to the natural video manifold. At inference time, we repurpose this frozen reverse model as a runtime corrector. Through gradient-based cycle guidance, it iteratively refines the generated latent representations, actively suppressing accumulated errors before they are committed to the historical context. Extensive experiments on the VBench benchmark demonstrate that Cycle-World's dual-phase synergy significantly mitigates error drift, achieving state-of-the-art overall generation quality and long-horizon temporal consistency in 60-second synthesis.",JournalArticle,English,cycleworld_mitigating_error_accumulation_in_longterm_video_2026,,Citations: 1
SS-0065,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),DiffGSL: A Graph Structure Learning Diffusion Model for Dynamic Spatio-Temporal Forecasting,C. Jung; Yun Jang,2024,BigData Congress [Services Society],10.1109/BigData62323.2024.10825558,https://www.semanticscholar.org/paper/e7a2b304969ec3d5eca9e8e30b84553e9bcc92bd,"Researchers have been actively engaged in recent studies utilizing the denoising diffusion probabilistic model (DDPM), a generative model that shows stable convergence during training, unlike other generative models, and represents data distributions that approximate real-world data. Due to these advantages, DDPM is widely employed for image, video, and audio generation. Recent DDPM research extends beyond image, video, and audio to various datasets and applications. The majority of real-world scenarios involve spatiotemporal data. Consequently, researchers propose prediction models using spatiotemporal data across domains such as traffic forecasting, weather prediction, and disease tracking. While most spatiotemporal data prediction models focus on traffic data, weather and epidemic data present higher uncertainty due to regional variations, seasonal changes, fluctuations in infection rates, and uncertainties in reported cases. To address these challenges of spatiotemporal data, we propose a DDPM-based model. In contrast to previous DDPM studies, we propose a denoising network combining Graph Structure Learning (GSL) to utilize the dynamic nature of spatiotemporal data. We assess performance using three real-world datasets encompassing traffic, weather, and epidemics and conduct an ablation study comparing GSL methods.","JournalArticle, Conference",English,diffgsl_a_graph_structure_learning_diffusion_model_2024,,Citations: 1
SS-0066,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Generative Artificial Intelligence and Musculoskeletal Health Care,Kyle N. Kunze,2025,HSS Journal ®,10.1177/15563316251335334,https://www.semanticscholar.org/paper/9d9bcc265e54dd2751b2015103a5175a82af65e8,"Generative artificial intelligence (AI) comprises a class of AI models that generate synthetic outputs based on learning acquired from a dataset that trained the model. This means that they can create entirely new outputs that resemble real-world data despite not being explicitly instructed to do so during training. Regarding technological capabilities, computing power, and data availability, generative AI has given rise to more advanced and versatile models including diffusion and large language models that hold promise in healthcare. In musculoskeletal healthcare, generative AI applications may involve the enhancement of images, generation of audio and video, automation of clinical documentation and administrative tasks, use of surgical planning aids, augmentation of treatment decisions, and personalization of patient communication. Limitations of the use of generative AI in healthcare include hallucinations, model bias, ethical considerations during clinical use, knowledge gaps, and lack of transparency. This review introduces critical concepts of generative AI, presents clinical applications relevant to musculoskeletal healthcare that are in development, and highlights limitations preventing deployment in clinical settings.","Review, JournalArticle",English,generative_artificial_intelligence_and_musculoskeletal_health_care_2025,,Citations: 8
SS-0067,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Depth Any Video with Scalable Synthetic Data,Honghui Yang; Di Huang; Wei Yin; Chunhua Shen; Haifeng Liu; Xiaofei He; Binbin Lin; Wanli Ouyang; Tong He,2024,International Conference on Learning Representations,10.48550/arXiv.2410.10815,https://www.semanticscholar.org/paper/600e1ac2336426f2a58c81be0ac19c4b691023ff,"Video depth estimation has long been hindered by the scarcity of consistent and scalable ground truth data, leading to inconsistent and unreliable results. In this paper, we introduce Depth Any Video, a model that tackles the challenge through two key innovations. First, we develop a scalable synthetic data pipeline, capturing real-time video depth data from diverse virtual environments, yielding 40,000 video clips of 5-second duration, each with precise depth annotations. Second, we leverage the powerful priors of generative video diffusion models to handle real-world videos effectively, integrating advanced techniques such as rotary position encoding and flow matching to further enhance flexibility and efficiency. Unlike previous models, which are limited to fixed-length video sequences, our approach introduces a novel mixed-duration training strategy that handles videos of varying lengths and performs robustly across different frame rates-even on single frames. At inference, we propose a depth interpolation method that enables our model to infer high-resolution video depth across sequences of up to 150 frames. Our model outperforms all previous generative depth models in terms of spatial accuracy and temporal consistency. The code and model weights are open-sourced.",JournalArticle,English,depth_any_video_with_scalable_synthetic_data_2024,,Citations: 66
SS-0068,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),P‐2.12: A Comprehensive Study of Content Generation Using Diffusion Model,Jing Li; Zhengping Li; Ying Li; Lijun Wang,2023,SID Symposium Digest of Technical Papers,10.1002/sdtp.16346,https://www.semanticscholar.org/paper/66d356a6edcee1e3679d3134737ada1b15403df4,"The essence of the Metaverse is the process of integrating a large number of existing technologies to virtualize and digitize the real world. With the development of artificial intelligence technology, a large number of digital native content in the Metaverse needs to be completed by artificial intelligence. The current artificial intelligence technology allows computers to automatically and efficiently generate text, pictures, audio, video, and even 3D models. With the further development of natural language processing technology and generative network models, future artificial intelligence generation will subvert the existing content generation methods and gradually become an accelerator for the development of the Metaverse. In this paper, we have analyzed and studied the basic principles of diffusion models, clarified some existing problems of diffusion models, considered the key areas of concern and potential areas to be further explored, and looked forward to the future application of diffusion models in the field of Metaverse.",JournalArticle,English,p212_a_comprehensive_study_of_content_generation_2023,,Citations: 1
SS-0069,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Genie Envisioner: A Unified World Foundation Platform for Robotic Manipulation,Yue Liao; Yue Liao; Pengfei Zhou; Siyuan Huang; Donglin Yang; Shengcong Chen; Yuxin Jiang; Hu Yue; Jing-Tian Cai; Si Liu; Jianlan Luo; Liliang Chen; Shuicheng Yan; Maoqing Yao; Guanghui Ren,2025,arXiv.org,10.48550/arXiv.2508.05635,https://www.semanticscholar.org/paper/cc446fc0a6c6f4f331f7e914f33f2cc42f1d991e,"We introduce Genie Envisioner (GE), a unified world foundation platform for robotic manipulation that integrates policy learning, evaluation, and simulation within a single video-generative framework. At its core, GE-Base is a large-scale, instruction-conditioned video diffusion model that captures the spatial, temporal, and semantic dynamics of real-world robotic interactions in a structured latent space. Built upon this foundation, GE-Act maps latent representations to executable action trajectories through a lightweight, flow-matching decoder, enabling precise and generalizable policy inference across diverse embodiments with minimal supervision. To support scalable evaluation and training, GE-Sim serves as an action-conditioned neural simulator, producing high-fidelity rollouts for closed-loop policy development. The platform is further equipped with EWMBench, a standardized benchmark suite measuring visual fidelity, physical consistency, and instruction-action alignment. Together, these components establish Genie Envisioner as a scalable and practical foundation for instruction-driven, general-purpose embodied intelligence. All code, models, and benchmarks will be released publicly.",JournalArticle,English,genie_envisioner_a_unified_world_foundation_platform_2025,,Citations: 129
SS-0070,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),GR3EN: Generative Relighting for 3D Environments,Xiaoyan Xing; Philipp Henzler; Junhwa Hur; Runze Li; Jonathan T. Barron; P. Srinivasan; Dor Verbin,2026,International Conference on Computer Graphics and Interactive Techniques,10.1145/3799902.3811181,https://www.semanticscholar.org/paper/226fb092437ee58208c45ce5bce0929e720b2028,"We present a method for relighting 3D reconstructions of large room-scale environments. Existing solutions for 3D scene relighting often require solving under-determined or ill-conditioned inverse rendering problems, and are as such unable to produce high-quality results on complex real-world scenes. Though recent progress in using generative image and video diffusion models for relighting has been promising, these techniques are either limited to 2D image and video relighting or 3D relighting of individual objects. Our approach enables controllable 3D relighting of room-scale scenes by distilling the outputs of a video-to-video relighting diffusion model into a 3D reconstruction. This side-steps the need to solve a difficult inverse rendering problem, and results in a flexible system that can relight 3D reconstructions of complex real-world scenes. We validate our approach on both synthetic and real-world datasets to show that it can faithfully render novel views of scenes under new lighting conditions.","JournalArticle, Book, Conference",English,gr3en_generative_relighting_for_3d_environments_2026,,Citations: 5
SS-0071,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),VETA-DiT: Variance-Equalized and Temporally Adaptive Quantization for Efficient 4-bit Diffusion Transformers,Qinkai Xu; Yijin Liu; Yang Chen; Lin F. Yang; Erran L. Li; Yuxiang Fu,2025,Neural Information Processing Systems,10.52202/085713-5113,https://www.semanticscholar.org/paper/f156b9130f4b5b15467fcca8e3d7004d443f32fe,"Diffusion Transformers (DiTs) have recently demonstrated remarkable performance in visual generation tasks, surpassing traditional U-Net-based diffusion models by significantly improving image and video generation quality and scalability. However, the large model size and iterative denoising process introduce substantial computational and memory overhead, limiting their deployment in real-world applications. Post-training quantization (PTQ) is a promising solution that compresses models and accelerates inference by converting weights and activations to low-bit representations. Despite its potential, PTQ faces significant challenges when applied to DiTs, often resulting in severe degradation of generative quality. To address these issues, we propose VETA-DiT ( V ariance-E qualized and T emporal A daptation for Di ffusion T ransformers), a dedicated quantization framework for DiTs. Our method first analyzes the sources of quantization error from the perspective of inter-channel variance and introduces a Karhunen–Loève Transform enhanced alignment to equalize variance across channels, facilitating effective quantization under low bit-widths. Furthermore, to handle the temporal variation of activation distributions inherent in the iterative denoising steps of DiTs, we de-sign an incoherence-aware adaptive method that identifies and properly calibrates timesteps with high quantization difficulty. We validate VETA-DiT on extensive image and video generation tasks, preserving acceptable visual quality under the more aggressive W4A4 configuration. Specifically, VETA-DiT reduces FID by 33.65 on the DiT-XL/2 model and by 45.76 on the PixArt-Σ model compared to the base-line under W4A4, demonstrating its strong quantization",JournalArticle,English,vetadit_varianceequalized_and_temporally_adaptive_quantization_for_2025,,Citations: 2
