Article_ID,Source_Type,Database/Source,Search_Date,Search_Query,Title,Authors,Year,Journal/Conference,DOI,URL,Abstract,Document_Type,Language,Duplicate_Key,Duplicate?,Notes
PM-0011,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Canalization of neural dynamics by δ-protocadherins in the developing zebrafish optic tectum.,"Biswas, Sayantanee; Emond, Michelle R; Philip, Grace S; Jontes, James D",2026,PLoS genetics,10.1371/journal.pgen.1012171,https://pubmed.ncbi.nlm.nih.gov/42224358/,"Brain dynamics are constrained by the underlying topology of neuronal networks. How genes collaborate to organize these neural networks during development remains an enduring mystery. In humans, large numbers of genes have been implicated in neurodevelopmental disorders that are characterized by variable and overlapping phenotypes. The complexity of the brain and the heterogeneity of the disorders makes understanding the relationships between genes, development and neural function challenging. Beginning in the 1940s, Waddington suggested the concept of canalization to describe the role of genes as buffering developmental trajectories against genetic and environmental variation, leading to precise outcomes. Here, we show that members of the δ-protocadherin family of homophilic cell adhesion molecules, Protocadherin-19 and Protocadherin-17, contribute to developmental canalization of neural dynamics in the visual system of larval zebrafish. We provided oriented visual stimuli to zebrafish larvae and performed in vivo 2-photon calcium imaging in the optic tectum. The latent dynamics resulting from the population activity were remarkably conserved among different wild type larvae, allowing quantitative comparisons within and among genotypes. In both Protocadherin-19 and Protocadherin-17 mutants, the latent dynamics diverged stochastically from wild type, suggesting that the loss of these adhesion molecules leads to stochastic phenotypic variability and introduced disruptions of circuit organization that varied among individual mutants. These results are consistent with the developmental canalization of a vertebrate neural circuit, and suggest a framework for understanding the observed variability in complex brain disorders.",Journal Article,eng,canalization_of_neural_dynamics_by_protocadherins_in_2026,,PMID: 42224358
PM-0012,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Artificial intelligence-based analysis of visual electrophysiological signals for clinical interpretation support.,"Seraphim, Mathieu; Laville, Marie Alice; Quintyn, Jean Claude; Thariat, Juliette",2026,Frontiers in neuroscience,10.3389/fnins.2026.1811969,https://pubmed.ncbi.nlm.nih.gov/42147046/,"INTRODUCTION: Visual electrophysiology, including electroretinograms (ERG) and visual evoked potentials (VEP), provides a real-time functional assessment of retinal and post-retinal pathways, complementing structural imaging. Subtypes such as transient, periodic, multifocal, and code-modulated signals probe distinct physiological mechanisms and reveal pathological signatures ranging from photoreceptor dysfunction to cortical pathway impairment. However, interpretation is often challenged by low signal amplitude, noise, and inter-individual variability. Advances in artificial intelligence (AI) enable automated, objective and reproducible analysis, and may improve sensitivity, and scalability in clinical and research environments. We undertook a literature review to identify the potential of automated analysis of brief visual electrophysiology signals to support medical interpretation in ophthalmology. MATERIALS AND METHODS: A review of the 2020-2025 literature was undertaken. RESULTS: AI has been increasingly applied to ERG and VEP signals. These signals encode complex pathophysiological processes. Their features vary widely as they are transient (triggered by a single stimulus), periodic (repeated over time), multifocal (capturing signals from multiple visual field locations), or dependent on specific timing or coding schemes. These properties influence the choice of the most appropriate AI method for analysis. Classical ML methods remain useful for interpretable, feature-based classification of relatively scarce medical data, such as transient/aperiodic VEP and ERG. By modeling latent dynamics, AI can identify subtle or early dysfunction and harmonize interpretation across centers. CONCLUSION: AI supports reproducible, clinician-independent pipelines for electrophysiology, well-suited to high-volume clinics and large-scale screening. The convergence of standardized acquisition protocols with advanced AI analysis has the potential to deliver more personalized, timely, and objective assessments of visual system integrity in neuro-ophthalmic practice.","Journal Article, Review",eng,artificial_intelligencebased_analysis_of_visual_electrophysiological_signals_2026,,PMID: 42147046
PM-0013,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Predicting breast cancer treatment response and prognosis using AI-based image classification.,"Wang, Bingyi; Chen, Shu; Li, Wei",2025,Frontiers in oncology,10.3389/fonc.2025.1619994,https://pubmed.ncbi.nlm.nih.gov/41195270/,"INTRODUCTION: Accurate prediction of treatment response and prognosis in breast cancer patients is critical to advance personalized medicine and optimize therapeutic decision-making. Within the context of AI-enabled healthcare, there remains a pressing need to develop robust, interpretable models that can account for the temporal complexity and heterogeneity inherent in longitudinal patient data. METHODS: This study proposes a novel framework designed to model patient-specific treatment trajectories using a dynamics-aware, deep sequence learning architecture. Aligned with the core themes of computational prognostics and precision therapy, our method addresses the challenges posed by variable patient responses, missing clinical records, and complex pharmacological interactions. Existing approaches, including conventional supervised learning and static classification models, often fall short in capturing the underlying temporal dependencies, multimodal data fusion, and counterfactual reasoning necessary for real-world clinical deployment. These limitations hinder generalizability, especially in scenarios where treatment outcomes are delayed or weakly annotated. In contrast, our approach integrates recurrent modeling, attention mechanisms, and uncertainty quantification to better capture the evolving nature of patient health trajectories. Moreover, we incorporate domain-informed regularization techniques and causal inference modules to improve interpretability and clinical relevance. RESULTS AND DISCUSSION: By learning temporal dynamics in a personalized manner, the proposed model enhances predictive performance while remaining sensitive to patient-specific variations and therapeutic regimens. Through extensive validation on real-world breast cancer cohorts, we demonstrate that our framework not only outperforms existing baselines but also provides actionable insights that can inform adaptive treatment planning and risk stratification.",Journal Article,eng,predicting_breast_cancer_treatment_response_and_prognosis_2025,,PMID: 41195270
PM-0014,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Model Predictive Control on the Neural Manifold.,"Fehrman, Christof; Meliza, C Daniel",2025,Neural computation,10.1162/neco.a.37,https://pubmed.ncbi.nlm.nih.gov/41160744/,"Neural manifolds are an attractive theoretical framework for characterizing the complex behaviors of neural populations. However, many of the tools for identifying these low-dimensional subspaces are correlational and provide limited insight into the underlying dynamics. The ability to precisely control the latent activity of a circuit would allow researchers to investigate the structure and function of neural manifolds. We simulate controlling the latent dynamics of a neural population using closed-loop, dynamically generated sensory inputs. Using a spiking neural network (SNN) as a model of a neural circuit, we find low-dimensional representations of both the network activity (the neural manifold) and a set of salient visual stimuli. The fields of classical and optimal control offer a range of methods to choose from for controlling dynamics on the neural manifold, which differ in performance, computational cost, and ease of implementation. Here, we focus on two commonly used control methods: proportional-integral-derivative (PID) control and model predictive control (MPC). PID is a computationally lightweight controller that is simple to implement. In contrast, MPC is a model-based, anticipatory controller with a much higher computational cost and engineering overhead. We evaluate both methods on trajectory-following tasks in latent space, under partial observability and in the presence of unknown noise. While both controllers in some cases were able to successfully control the latent dynamics on the neural manifold, MPC consistently produced more accurate control and required less hyperparameter tuning. These results demonstrate how MPC can be applied on the neural manifold using data-driven dynamics models and provide a framework to experimentally test for causal relationships between manifold dynamics and external stimuli.",Journal Article,eng,model_predictive_control_on_the_neural_manifold_2025,,PMID: 41160744
PM-0015,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),DreamerNav: learning-based autonomous navigation in dynamic indoor environments using world models.,"Shanks, Stuart; Embley-Riches, Jonathan; Liu, Jianheng; Delfaki, Andromachi Maria; Ciliberto, Carlo; Kanoulas, Dimitrios",2025,Frontiers in robotics and AI,10.3389/frobt.2025.1655171,https://pubmed.ncbi.nlm.nih.gov/41080712/,"Robust autonomous navigation in complex, dynamic indoor environments remains a central challenge in robotics, requiring agents to make adaptive decisions in real time under partial observability and uncertain obstacle motion. This paper presents DreamerNav, a robot-agnostic navigation framework that extends DreamerV3, a state-of-the-art world model-based reinforcement learning algorithm, with multimodal spatial perception, hybrid global-local planning, and curriculum-based training. By formulating navigation as a Partially Observable Markov Decision Process (POMDP), the system enables agents to integrate egocentric depth images with a structured local occupancy map encoding dynamic obstacle positions, historical trajectories, points of interest, and a global A* path. A Recurrent State-Space Model (RSSM) learns stochastic and deterministic latent dynamics, supporting long-horizon prediction and collision-free path planning in cluttered, dynamic scenes. Training is carried out in high-fidelity, photorealistic simulation using NVIDIA Isaac Sim, gradually increasing task complexity to improve learning stability, sample efficiency, and generalization. We benchmark against NoMaD, ViNT, and A*, showing superior success rates and adaptability in dynamic environments. Real-world proof-of-concept trials on two quadrupedal robots without retraining further validate the framework's robustness and quadruped robot platform independence.",Journal Article,eng,dreamernav_learningbased_autonomous_navigation_in_dynamic_indoor_2025,,PMID: 41080712
PM-0016,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Model Predictive Control on the Neural Manifold.,"Fehrman, Christof; Meliza, C Daniel",2025,ArXiv,,https://pubmed.ncbi.nlm.nih.gov/40832055/,"Neural manifolds are an attractive theoretical framework for characterizing the complex behaviors of neural populations. However, many of the tools for identifying these low-dimensional subspaces are correlational and provide limited insight into the underlying dynamics. The ability to precisely control the latent activity of a circuit would allow researchers to investigate the structure and function of neural manifolds. We simulate controlling the latent dynamics of a neural population using closed-loop, dynamically generated sensory inputs. Using a spiking neural network (SNN) as a model of a neural circuit, we find low-dimensional representations of both the network activity (the neural manifold) and a set of salient visual stimuli. The fields of classical and optimal control offer a range of methods to choose from for controlling dynamics on the neural manifold, which differ in performance, computational cost, and ease of implementation. Here, we focus on two commonly used control methods: proportional-integral-derivative (PID) control and model predictive control (MPC). PID is a computationally lightweight controller that is simple to implement. In contrast, MPC is a model-based, anticipatory controller with a much higher computational cost and engineering overhead. We evaluate both methods on trajectory-following tasks in latent space, under partial observability and in the presence of unknown noise. While both controllers in some cases were able to successfully control the latent dynamics on the neural manifold, MPC consistently produced more accurate control and required less hyperparameter tuning. These results demonstrate how MPC can be applied on the neural manifold using data-driven dynamics models, and provide a framework to experimentally test for causal relationships between manifold dynamics and external stimuli.","Journal Article, Preprint",eng,model_predictive_control_on_the_neural_manifold_2025,,PMID: 40832055
PM-0017,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),High-dimensional neuronal activity from low-dimensional latent dynamics: a solvable model.,"Schmutz, Valentin; Haydaroglu, Ali; Wang, Shuqi; Feng, Yixiao; Carandini, Matteo; Harris, Kenneth D",2025,bioRxiv : the preprint server for biology,10.1101/2025.06.03.657632,https://pubmed.ncbi.nlm.nih.gov/40502061/,"Computation in recurrent networks of neurons has been hypothesized to occur at the level of low-dimensional latent dynamics, both in artificial systems and in the brain. This hypothesis seems at odds with evidence from large-scale neuronal recordings in mice showing that neuronal population activity is high-dimensional. To demonstrate that low-dimensional latent dynamics and high-dimensional activity can be two sides of the same coin, we present an analytically solvable recurrent neural network (RNN) model whose dynamics can be exactly reduced to a low-dimensional dynamical system, but generates an activity manifold that has a high linear embedding dimension. This raises the question: Do low-dimensional latents explain the high-dimensional activity observed in mouse visual cortex? Spectral theory tells us that the covariance eigenspectrum alone does not allow us to recover the dimensionality of the latents, which can be low or high, when neurons are nonlinear. To address this indeterminacy, we develop Neural Cross-Encoder (NCE), an interpretable, nonlinear latent variable modeling method for neuronal recordings, and find that high-dimensional neuronal responses to drifting gratings and spontaneous activity in visual cortex can be reduced to low-dimensional latents, while the responses to natural images cannot. We conclude that the high-dimensional activity measured in certain conditions, such as in the absence of a stimulus, is explained by low-dimensional latents that are nonlinearly processed by individual neurons.","Journal Article, Preprint",eng,highdimensional_neuronal_activity_from_lowdimensional_latent_dynamics_2025,,PMID: 40502061
PM-0018,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Neural Dynamics in Extrastriate Cortex Underlying False Alarms.,"Sahoo, Bikash; Snyder, Adam C",2025,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1733-24.2025,https://pubmed.ncbi.nlm.nih.gov/40164510/,"The unfolding of neural population activity can be described as a dynamical system. Stability in the latent dynamics that characterize neural population activity has been linked with consistency in animal behavior, such as motor control or value-based decision-making. However, whether such characteristics of neural dynamics can explain visual perceptual behavior is not well understood. To study this, we recorded V4 populations in two male monkeys engaged in a non-match-to-sample visual change-detection task that required sustained engagement. We measured how the stability in the latent dynamics in V4 might affect monkeys' perceptual behavior. Specifically, we reasoned that unstable sensory neural activity around dynamic attractor boundaries may make animals susceptible to taking incorrect actions when withholding action would have been correct (""false alarms""). We made three key discoveries: (1) greater stability was associated with longer trial sequences; (2) false alarm rate decreased (and response times slowed) when neural dynamics were more stable; and (3) low stability predicted false alarms on a single-trial level, and this relationship depended on the position of the neural activity within the state space, consistent with the latent neural state approaching an attractor boundary. Our results suggest the same outward false alarm behavior can be attributed to two different potential strategies that can be disambiguated by examining neural stability: (1) premeditated false alarms that might lead to greater stability in population dynamics and faster response time and (2) false alarms due to unstable sensory activity consistent with misperception.","Journal Article, Research Support, N.I.H., Extramural",eng,neural_dynamics_in_extrastriate_cortex_underlying_false_2025,,PMID: 40164510
PM-0019,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Canalization of circuit assembly by δ-protocadherins in the zebrafish optic tectum.,"Biswas, Sayantanee; Emond, Michelle R; Philip, Grace S; Jontes, James D",2025,bioRxiv : the preprint server for biology,10.1101/2025.01.29.635523,https://pubmed.ncbi.nlm.nih.gov/39975130/,"Neurons are precisely and reproducibly assembled into complex networks during development. How genes collaborate to guide this assembly remains an enduring mystery. In humans, large numbers of genes have been implicated in neurodevelopmental disorders that are characterized by variable and overlapping phenotypes. The complexity of the brain, the large number of genes involved and the heterogeneity of the disorders makes understanding the relationships between genes, development and neural function challenging. Waddington suggested the concept of canalization to describe the role of genes in shaping developmental trajectories that lead to precise outcomes1. Here, we show that members of the δ-protocadherin family of homophilic adhesion molecules, Protocadherin-19 and Protocadherin-17, contribute to developmental canalization of visual circuit assembly in the zebrafish. We provided oriented visual stimuli to zebrafish larvae and performed in vivo 2-photon calcium imaging in the optic tectum. The latent dynamics resulting from the population activity were confined to a conserved manifold. Among different wild type larvae, these dynamics were remarkably similar, allowing quantitative comparisons within and among genotypes. In both Protocadherin-19 and Protocadherin-17 mutants, the latent dynamics diverged from wild type. Importantly, these deviations could be averaged away, suggesting that the loss of these adhesion molecules leads to stochastic phenotypic variability and introduced disruptions of circuit organization that varied among individual mutants. These results provide a specific, quantitative example of canalization in the development of a vertebrate neural circuit, and suggest a framework for understanding the observed variability in complex brain disorders.","Journal Article, Preprint",eng,canalization_of_circuit_assembly_by_protocadherins_in_2025,,PMID: 39975130
PM-0020,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Neural Dynamics Underlying False Alarms in Extrastriate Cortex.,"Sahoo, Bikash; Snyder, Adam C",2024,bioRxiv : the preprint server for biology,10.1101/2024.09.06.611738,https://pubmed.ncbi.nlm.nih.gov/39314344/,"The unfolding of neural population activity can be approximated as a dynamical system. Stability in the latent dynamics that characterize neural population activity has been linked with consistency in animal behavior, such as motor control or value-based decision-making. However, whether similar dynamics characterize perceptual activity and decision-making in the visual cortex is not well understood. To test this, we recorded V4 populations in monkeys engaged in a non-match-to-sample visual change-detection task that required sustained engagement. We measured how the stability in the latent dynamics in V4 might affect monkeys' perceptual behavior. Specifically, we reasoned that unstable sensory neural activity around dynamic attractor boundaries may make animals susceptible to taking incorrect actions when withholding action would have been correct (""false alarms""). We made three key discoveries: 1) greater stability was associated with longer trial sequences; 2) false alarm rate decreased (and reaction times slowed) when neural dynamics were more stable; and, 3) low stability predicted false alarms on a single-trial level, and this relationship depended on the elapsed time during the trial, consistent with the latent neural state approaching an attractor boundary. Our results suggest the same outward false alarm behavior can be attributed to two different potential strategies that can be disambiguated by examining neural stability: 1) premeditated false alarms that might lead to greater stability in population dynamics and faster reaction time and 2) false alarms due to unstable sensory activity consistent with misperception.","Journal Article, Preprint",eng,neural_dynamics_underlying_false_alarms_in_extrastriate_2024,,PMID: 39314344
PM-0021,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Shielded Planning Guided Data-Efficient and Safe Reinforcement Learning.,"Wang, Hao; Qin, Jiahu; Kan, Zhen",2025,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2024.3359031,https://pubmed.ncbi.nlm.nih.gov/38319761/,"Safe reinforcement learning (RL) has shown great potential for building safe general-purpose robotic systems. While many existing works have focused on post-training policy safety, it remains an open problem to ensure safety during training as well as to improve exploration efficiency. Motivated to address these challenges, this work develops shielded planning guided policy optimization (SPPO), a new model-based safe RL method that augments policy optimization algorithms with path planning and shielding mechanism. In particular, SPPO is equipped with shielded planning for guided exploration and efficient data collection via model predictive path integral (MPPI), along with an advantage-based shielding rule to keep the above processes safe. Based on the collected safe data, a task-oriented parameter optimization (TOPO) method is used for policy improvement, as well as the observation-independent latent dynamics enhancement. In addition, SPPO provides explicit theoretical guarantees, i.e., clear theoretical bounds for training safety, deployment safety, and the learned policy performance. Experiments demonstrate that SPPO outperforms baselines in terms of policy performance, learning efficiency, and safety performance during training.",Journal Article,eng,shielded_planning_guided_dataefficient_and_safe_reinforcement_2025,,PMID: 38319761
PM-0022,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),Local field potentials reflect cortical population dynamics in a region-specific and frequency-dependent manner.,"Gallego-Carracedo, Cecilia; Perich, Matthew G; Chowdhury, Raeed H; Miller, Lee E; Gallego, Juan Álvaro",2022,eLife,10.7554/eLife.73155,https://pubmed.ncbi.nlm.nih.gov/35968845/,"The spiking activity of populations of cortical neurons is well described by the dynamics of a small number of population-wide covariance patterns, whose activation we refer to as 'latent dynamics'. These latent dynamics are largely driven by the same correlated synaptic currents across the circuit that determine the generation of local field potentials (LFPs). Yet, the relationship between latent dynamics and LFPs remains largely unexplored. Here, we characterised this relationship for three different regions of primate sensorimotor cortex during reaching. The correlation between latent dynamics and LFPs was frequency-dependent and varied across regions. However, for any given region, this relationship remained stable throughout the behaviour: in each of primary motor and premotor cortices, the LFP-latent dynamics correlation profile was remarkably similar between movement planning and execution. These robust associations between LFPs and neural population latent dynamics help bridge the wealth of studies reporting neural correlates of behaviour using either type of recordings.","Journal Article, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural, Research Support, U.S. Gov't, Non-P.H.S.",eng,local_field_potentials_reflect_cortical_population_dynamics_2022,,PMID: 35968845
PM-0023,API,PubMed,2026-09-22,Multiple queries (Q1-Q5),A neural circuit model for human sensorimotor timing.,"Egger, Seth W; Le, Nhat M; Jazayeri, Mehrdad",2020,Nature communications,10.1038/s41467-020-16999-8,https://pubmed.ncbi.nlm.nih.gov/32770038/,"Humans and animals can effortlessly coordinate their movements with external stimuli. This capacity indicates that sensory inputs can rapidly and flexibly reconfigure the ongoing dynamics in the neural circuits that control movements. Here, we develop a circuit-level model that coordinates movement times with expected and unexpected temporal events. The model consists of two interacting modules, a motor planning module that controls movement times and a sensory anticipation module that anticipates external events. Both modules harbor a reservoir of latent dynamics, and their interaction forms a control system whose output is adjusted adaptively to minimize timing errors. We show that the model's output matches human behavior in a range of tasks including time interval production, periodic production, synchronization/continuation, and Bayesian time interval reproduction. These results demonstrate how recurrent interactions in a simple and modular neural circuit could create the dynamics needed to control timing behavior.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",eng,a_neural_circuit_model_for_human_sensorimotor_2020,,PMID: 32770038
