Article_ID,Source_Type,Database/Source,Search_Date,Search_Query,Title,Authors,Year,Journal/Conference,DOI,URL,Abstract,Document_Type,Language,Duplicate_Key,Duplicate?,Notes
IEEE-0011,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",Mitigating Covariate Shift in Offline Imitation Learning via Trajectory Synthesis,Shuze Wang; Wei Xiao; Yunpeng Mei; Hongjie Cao; Runqing Wang; Xinhong Zhang; Fang Deng; Jian Sun; Jie Chen; Gang Wang,2026,IEEE Transactions on Automation Science and Engineering,10.1109/TASE.2026.3729780,https://ieeexplore.ieee.org/document/11675841/,"Offline imitation learning (IL) is a practical route to embodied policy learning when online exploration is unsafe, expensive, or unavailable. Its main limitation is the closed-loop covariate shift: a policy trained only on fixed demonstrations can enter states outside the expert support, where behavioral cloning provides no recovery supervision and small errors compound. We propose Synthetic Imitation Learning (SynIL), an offline IL framework that augments demonstrations with synthetic recovery trajectories rather than only filtering or reweighting logged data. SynIL uses generative dynamics models to enlarge the training distribution around failure-prone states and retains transitions whose successor states move back toward the expert state manifold. In low-dimensional benchmarks, SynIL trains a lightweight latent world model to imagine short-horizon rollouts from suboptimal states and uses a positive-unlabeled state discriminator to assign proxy rewards without access to task rewards. In high-dimensional robot manipulation, SynIL instantiates the same principle with a training-free visual synthesis pipeline that combines pretrained video generation, segmentation, point tracking, and monocular depth estimation to recover image-action trajectories. Experiments on 15 D4RL tasks show that SynIL achieves firstor second-place performance on 8 tasks across navigation, locomotion, and manipulation. Real-world UR5 experiments improve the average success rate by 17.5% over behavior cloning, indicating that synthetic recovery data can improve robustness without online environment interaction. Note to Practitioners—This paper addresses a common deployment setting in embodied robot learning: a practitioner has a small set of successful demonstrations and a larger set of imperfect logs, failed attempts, and/or human corrections. We use expert or perfect demonstrations to denote successful task executions; the key issue is not the label itself, but the scarcity of such reliable recovery supervision. The practical message is that imperfect trials should not be treated as useless data. They often contain precisely the off-manifold states that a deployed policy will encounter after making a small mistake. SynIL turns these states into training signal by synthesizing short trajectories that move back toward successful behavior. In low-dimensional tasks, this is achieved with a learned latent world model; in visual manipulation, it is achieved with pretrained video generation and geometric post-processing. Since all synthesis is performed offline, the deployed policy has the same inference-time cost as the base imitation learner. For industrial manipulation, warehouse automation, laboratory robotics, and other safety-sensitive domains, SynIL reduces the need to collect many additional expert demonstrations. The approach is most useful when imperfect data contain meaningful partial attempts rather than arbitrary noise, and when generated trajectories can be anchored to real observations or filtered by an expert-aligned quality signal.",journal-article,en,mitigating_covariate_shift_in_offline_imitation_learning_2026,,Citations: 0 | Content: Journals
IEEE-0012,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",Dream to Recall: Imagination-Guided Experience Retrieval for Memory-Persistent Vision-and-Language Navigation,Yunzhe Xu; Yiyuan Pan; Zhe Liu,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2026.3679426,https://ieeexplore.ieee.org/document/11459135/,"Vision-and-Language Navigation (VLN) requires agents to follow natural language instructions through environments, with memory-persistent variants demanding progressive improvement through accumulated experience. Existing approaches for memory-persistent VLN face critical limitations: they lack effective memory access mechanisms, instead relying on entire memory incorporation or fixed-horizon lookup, and predominantly store only environmental observations while neglecting navigation behavioral patterns that encode valuable decision-making strategies. We present Memoir, which employs imagination as a retrieval mechanism grounded by explicit memory: a world model imagines future navigation states as queries to selectively retrieve relevant environmental observations and behavioral histories. The approach comprises: 1) a language-conditioned world model that imagines future states serving dual purposes: encoding experiences for storage and generating retrieval queries; 2) Hybrid Viewpoint-Level Memory that anchors both observations and behavioral patterns to viewpoints, enabling hybrid retrieval; and 3) an experience-augmented navigation model that integrates retrieved knowledge through specialized encoders. Extensive evaluation across diverse memory-persistent VLN benchmarks with 10 distinct testing scenarios demonstrates Memoir’s effectiveness: significant improvements across all scenarios, with 5.4% SPL gains on IR2R over the best memory-persistent baseline, accompanied by $8.3\times$8.3× training speedup and 74% inference memory reduction. The results validate that predictive retrieval of both environmental and behavioral memories enables more effective navigation, with analysis indicating substantial headroom (73.3% vs 93.4% upper bound) for this imagination-guided paradigm.",journal-article,en,dream_to_recall_imaginationguided_experience_retrieval_for_2026,,Citations: 0 | Content: Journals
IEEE-0013,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",Modeling Interactions Between Autonomous Agents in a Multi-Agent Self-Awareness Architecture,Abrham Shiferaw Alemaw; Giulia Slavic; Pamela Zontone; Lucio Marcenaro; David Martin Gomez; Carlo Regazzoni,2025,IEEE Transactions on Multimedia,10.1109/TMM.2025.3543110,https://ieeexplore.ieee.org/document/10891470/,"Learning from experience is a fundamental capability of intelligent agents. Autonomous systems rely on sensors that provide data about the environment and internal situations to their perception systems for learning and inference mechanisms. These systems can also learn Self-Aware and Situation-Aware generative modules from these data to localize themselves and interact with the environment. In this paper, we propose a self-aware cognitive architecture capable to perform tasks where the interactions between the self-state of an agent and the surrounding environment are explicitly and dynamically represented. We specifically develop a Deep Learning (DL) based Self-Aware interaction model, empowered by learning from Multi-Modal Perception (MMP) and World Models using multi-sensory data in a novel Multi-Agent Self-Awareness Architecture (MASAA). Two sub-modules are developed, the Situation Model (SM) and the First-Person model (FPM), that address different and interrelated aspects of the World Model (WM). The MMP model, instead, aims at learning the mapping of different sensory perceptions into Exteroceptive (EI) and Proprioceptive (PI) latent information. The WM then uses the learned MMP model as experience to predict dynamic self-behaviors and interaction patterns within the experienced environment. WM and MMP Models are learned in a data-driven way, starting from the lower-dimensional odometry data used to guide the learning of higher-dimensional video data, thus generating coupled Generalized State Hierarchical Dynamic Bayesian Networks (GS-HDBNs). We test our model on KITTI, CARLA, and iCab datasets, achieving high performance and a low average localization error (RMSE) of 2.897%, when considering two interacting agents.",journal-article,en,modeling_interactions_between_autonomous_agents_in_a_2025,,Citations: 12 | Content: Journals
IEEE-0014,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",Embodied Tree of Thoughts: Deliberate Manipulation Planning With Embodied World Model,Wenjiang Xu; Mingkang Zhang; Cindy Wang; Rui Fang; Lusong Li; Jing Xu; Jiayuan Gu; Zecui Zeng; Rui Chen,2026,IEEE Robotics and Automation Letters,10.1109/LRA.2026.3716133,https://ieeexplore.ieee.org/document/11617299/,"World models have emerged as a pivotal component in robot manipulation planning, enabling agents to predict future environmental states and reason about the consequences of actions before execution. While video-generation models are increasingly adopted, they often lack rigorous physical grounding, leading to hallucinations and a failure to maintain consistency in long-horizon physical constraints. To address these limitations, we propose Embodied Tree of Thoughts (EToT), a novel Real2Sim2Real planning framework that leverages a physics-based interactive digital twin as an embodied world model. EToT formulates manipulation planning as a tree search expanded through two synergistic mechanisms: (1) Priori Branching, which generates diverse candidate execution paths based on semantic and spatial analysis; and (2) Reflective Branching, which utilizes VLMs to diagnose execution failures within the simulator and iteratively refine the planning tree with corrective actions. By grounding high-level reasoning in a physics simulator, our framework ensures that generated plans adhere to rigid-body dynamics and collision constraints. We validate EToT on a suite of shortand long-horizon manipulation tasks, where it consistently outperforms baselines by effectively predicting physical dynamics and adapting to potential failures.",journal-article,en,embodied_tree_of_thoughts_deliberate_manipulation_planning_2026,,Citations: 0 | Content: Journals
IEEE-0015,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",OccSora: 4D Occupancy Generation Models as World Simulators for Autonomous Driving,Lening Wang; Wenzhao Zheng; Yilong Ren; Han Jiang; Zhiyong Cui; Haiyang Yu; Jiwen Lu,2026,IEEE Transactions on Image Processing,10.1109/TIP.2026.3687468,https://ieeexplore.ieee.org/document/11511396/,"Understanding the evolution of 3D scenes is crucial for autonomous driving. While conventional methods describe scene development through individual instance motions, world models provide a generative framework for modeling overall scene dynamics. However, most existing approaches rely on autoregressive next-token prediction, which suffers from error accumulation and limited global spatiotemporal reasoning, leading to degraded long-term consistency. To address these issues, we propose a diffusion-based 4D occupancy generation model, OccSora, to simulate 3D world evolution for autonomous driving. A 4D scene tokenizer is introduced to obtain compact spatiotemporal representations and enable high-quality reconstruction of long occupancy sequences. We then train a diffusion transformer on these representations to generate 4D occupancy conditioned on trajectory prompts. Experiments on the nuScenes dataset with Occ3D annotations show that OccSora can generate 16s videos with authentic 3D layout and strong temporal consistency. With trajectory-aware 4D generation, OccSora has the potential to serve as a world simulator for autonomous driving decision-making. Project page: https://wzzheng.net/OccSora",journal-article,en,occsora_4d_occupancy_generation_models_as_world_2026,,Citations: 1 | Content: Journals
IEEE-0016,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",Action-Inclusive Multi-Future Prediction Using a Generative Model in Human-Related Scenes for Mobile Robots,Chenfei Xu; Huthaifa Ahmad; Yuya Okadome; Hiroshi Ishiguro; Yutaka Nakamura,2025,IEEE Access,10.1109/ACCESS.2025.3611812,https://ieeexplore.ieee.org/document/11170425/,"Mobility in daily unstructured environments, particularly in human-centered scenarios, remains a fundamental challenge for mobile robots. While traditional prediction-based approaches primarily estimate partial features for robot decision making, such as position and velocity, recent world models enable direct prediction of future sensory data. However, their potentials in human-inclusive environments remain underexplored. To assess the feasibility of world models in facilitating human-robot interactions, we propose a robot framework using a deep generative model that jointly predicts multiple future observations and actions. Our approach leverages first-person-view (FPV) raw sensor data, integrating both observations and actions to enhance predictive capabilities in dynamic human-populated settings. Experimental results demonstrate that our method is capable of generating a range of candidate futures for one condition and planning actions based on observation guidance. These findings highlight the potential of our approach for facilitating autonomous robots’ coexistence with human.",journal-article,en,actioninclusive_multifuture_prediction_using_a_generative_model_2025,,Citations: 0 | Content: Journals
IEEE-0017,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",For Overall Nighttime Visibility: Integrate Irregular Glow Removal With Glow-Aware Enhancement,Wanyu Wu; Wei Wang; Zheng Wang; Kui Jiang; Zhengguo Li,2025,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/TCSVT.2024.3465670,https://ieeexplore.ieee.org/document/10685529/,"Current low-light image enhancement (LLIE) techniques truly enhance luminance but have limited exploration on another harmful factor of nighttime visibility, the glow effects with multiple shapes in the real world. The presence of glow is inevitable due to widespread artificial light sources, and direct enhancement can cause further glow diffusion. In the pursuit of Overall Nighttime Visibility Enhancement (ONVE), we propose a physical model guided framework ONVE to derive a Nighttime Imaging Model with Near-Field Light Sources (NIM-NLS), whose APSF prior generator is validated efficiently in six categories of glow shapes. Guided by this physical-world model as domain knowledge, we subsequently develop an extensible Light-aware Blind Deconvolution Network (LBDN) to face the blind decomposition challenge on direct transmission map D and light source map G based on APSF. Then, an innovative Glow-guided Retinex-based progressive Enhancement module (GRE) is introduced as a further optimization on reflection R from D to harmonize the conflict of glow removal and brightness boost. Notably, ONVE is an unsupervised framework based on a zero-shot learning strategy and uses physical domain knowledge to form the overall pipeline and network. Empirical evaluations on multiple datasets validate the remarkable efficacy of the proposed ONVE in improving nighttime visibility and performance of high-level vision tasks.",journal-article,en,for_overall_nighttime_visibility_integrate_irregular_glow_2025,,Citations: 9 | Content: Journals
IEEE-0018,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",3D Face Reconstruction With Geometry Details From a Single Image,Luo Jiang; Juyong Zhang; Bailin Deng; Hao Li; Ligang Liu,2018,IEEE Transactions on Image Processing,10.1109/TIP.2018.2845697,https://ieeexplore.ieee.org/document/8376005/,"3D face reconstruction from a single image is a classical and challenging problem with wide applications in many areas. Inspired by recent works in face animation from RGB-D or monocular video inputs, we develop a novel method for reconstructing 3D faces from unconstrained 2D images using a coarse-to-fine optimization strategy. First, a smooth coarse 3D face is generated from an example-based bilinear face model by aligning the projection of 3D face landmarks with 2D landmarks detected from the input image. Afterward, using local corrective deformation fields, the coarse 3D face is refined using photometric consistency constraints, resulting in a medium face shape. Finally, a shape-from-shading method is applied on the medium face to recover fine geometric details. Our method outperforms the state-of-the-art approaches in terms of accuracy and detail recovery, which is demonstrated in extensive experiments using real-world models and publicly available data sets.",journal-article,en,3d_face_reconstruction_with_geometry_details_from_2018,,Citations: 123 | Content: Journals
IEEE-0019,API,IEEE Xplore,2026-09-23,"(""world model"" OR ""world models"") AND (""video"" OR ""video prediction"")",Lighted-SAM: Lightening Open-World SAM for Low-Light Segmentation,Yuhan Jia; Lixin Duan; Wen Li; Fengmao Lv,2026,IEEE Transactions on Image Processing,10.1109/TIP.2026.3702382,https://ieeexplore.ieee.org/document/11568962/,"Segment Anything Model (SAM) has achieved impressive segmentation performance in an open-world setting. However, SAM relies heavily on high-quality input images and usually struggles in low-light conditions. This is mainly caused by the pre-training dataset, SA-1B, in which low-light samples constitute a relatively small fraction of the data. This lack of presence leads to a noticeable weakness when SAM is applied in real-world dark environments. With the motivation of improving SAM’s performance under low-light conditions while retaining its strong zero-shot capability, this work proposes an alignment stage between the pre-training stage and testing stage. Unlike existing low-light studies that mainly focus on task-specific and close-set settings, our work further emphasizes pursuing the segmentation ability under low-light conditions for open-world models. To this end, we construct DarkSeg58K, a realistic and diverse dataset, which serves as the alignment dataset to support this stage. We further introduce Lighted-SAM as the lightweight repair strategy to fix SAM’s performance in low-light conditions. Different from existing methods focusing on introducing spectral adapters into the model design and training this model end-to-end, Lighted-SAM introduces the Spectral Information Resonance (SIR) mechanism to harmoniously integrate the spectral enhancement module into SAM, which is usually kept frozen due to its large-scale parameters. Based on our lightweight repairing strategy, Lighted-SAM can improve SAM’s ability in low-light conditions while preserving its zero-shot ability. Experiments on different benchmarks validate the superiority of our approach. Code is available at: https://github.com/Jaaaahan/LightedSAM",journal-article,en,lightedsam_lightening_openworld_sam_for_lowlight_segmentation_2026,,Citations: 0 | Content: Journals
IEEE-0020,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",JEP-KD: Joint-Embedding Predictive Architecture Based Knowledge Distillation for Visual Speech Recognition,Chang Sun; Bo Qin; Hong Yang,2024,IEEE Open Journal of Signal Processing,10.1109/OJSP.2024.3496819,https://ieeexplore.ieee.org/document/10750407/,"Visual Speech Recognition (VSR) tasks are generally recognized to have a lower theoretical performance ceiling than Automatic Speech Recognition (ASR), owing to the inherent limitations of conveying semantic information visually. To mitigate this challenge, this paper introduces an advanced knowledge distillation approach using a Joint-Embedding Predictive Architecture (JEPA), JEP-KD, designed to utilize audio features more effectively during model training. Central to JEP-KD is including a generative network within the embedding layer in the knowledge distillation structure, which enhances the video encoder's capacity for semantic feature extraction and brings it closer to the audio features from a pre-trained ASR model's encoder. This approach aims to reduce the performance gap between VSR and ASR progressively. Moreover, a comprehensive multimodal, multistage training regimen for the JEP-KD framework is established, bolstering the robustness and efficacy of the training process. Experiment results demonstrate that JEP-KD significantly improves the performance of VSR models and demonstrates versatility across different VSR platforms, indicating its potential for broader application within other multimodal tasks.",journal-article,en,jepkd_jointembedding_predictive_architecture_based_knowledge_distillation_2024,,Citations: 5 | Content: Journals
IEEE-0021,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",GOT-JEPA: Generic Object Tracking With Model Adaptation and Occlusion Handling Using Joint-Embedding Predictive Architecture,Shih-Fang Chen; Jun-Cheng Chen; I-Hong Jhuo; Yen-Yu Lin,2026,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/TCSVT.2026.3675005,https://ieeexplore.ieee.org/document/11436011/,"The human visual system tracks objects by integrating current observations with previously observed information, adapting to target and scene changes, and reasoning about occlusion at fine granularity. In contrast, recent generic object trackers are often optimized for training targets, which limits robustness and generalization in unseen scenarios, and their occlusion reasoning remains coarse, lacking detailed modeling of occlusion patterns. To address these limitations in generalization and occlusion perception, we propose GOT-JEPA, a model-predictive pretraining framework that extends JEPA from predicting image features to predicting tracking models. Given identical historical information, a teacher predictor generates pseudo-tracking models from a clean current frame, and a student predictor learns to predict the same pseudo-tracking models from a corrupted version of the current frame. This design provides stable pseudo supervision and explicitly trains the predictor to produce reliable tracking models under occlusions, distractors, and other adverse observations, improving generalization to dynamic environments. Building on GOT-JEPA, we further propose OccuSolver to enhance occlusion perception for object tracking. OccuSolver adapts a point-centric point tracker for object-aware visibility estimation and detailed occlusion-pattern capture. Conditioned on object priors iteratively generated by the tracker, OccuSolver incrementally refines visibility states, strengthens occlusion handling, and produces higher-quality reference labels that progressively improve subsequent model predictions. Extensive evaluations on seven benchmarks show that our method effectively enhances tracker generalization and robustness. The code will be available at https://github.com/chenshihfang/GOT",journal-article,en,gotjepa_generic_object_tracking_with_model_adaptation_2026,,Citations: 0 | Content: Journals
IEEE-0022,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",Sat-JEPA-Diff: Caption-Guided Zero-RGB Satellite Image Forecasting via Self-Supervised Diffusion,Kürşat Kömürcü; Linas Petkevicius,2026,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2026.3708464,https://ieeexplore.ieee.org/document/11589351/,"Continuous spatiotemporal forecasting in Earth observation (EO) is severely hindered by atmospheric interference. While generative models excel in modeling transitions, they often rely on optical conditioning. In this letter, we advance our previous Sat-JEPA-Diff architecture, which depended on a $32~\times ~32$ coarse RGB input, by introducing a true zero-RGB temporal steering paradigm. By entirely decoupling semantic temporal reasoning from spatial rendering, we eliminate the need for any past pixel conditioning, bypassing physical sensor blindness. We orchestrate the $t \to t{\,}+{\,}1$ transition using a dual-stream mechanism: a triple-captioning system that textually drives temporal changes, and a robust latent spatial anchor predicted by an adapted Joint-Embedding Predictive Architecture (I-JEPA) to preserve topological constraints. A novel cross-attention fusion adapter dynamically aligns these linguistic trajectories with the spatial anchor to guide a frozen latent diffusion backbone. Evaluations demonstrate that despite the complete removal of optical inputs, the zero-RGB Sat-JEPA-Diff surpasses its coarse-RGB predecessor in perceptual realism (improving LPIPS from 0.4449 to 0.3781) while maintaining competitive geographical fidelity (GSSIM 0.8974). Code and dataset are available on https://github.com/VU-AIML/SAT-JEPA-DIFF",journal-article,en,satjepadiff_captionguided_zerorgb_satellite_image_forecasting_via_2026,,Citations: 0 | Content: Journals
IEEE-0023,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",Time-Series JEPA for Predictive Remote Control Under Capacity-Limited Networks,Abanoub M. Girgis; Alvaro Valcarce; Mehdi Bennis,2026,IEEE Internet of Things Journal,10.1109/JIOT.2025.3650435,https://ieeexplore.ieee.org/document/11321312/,"In remote control systems, transmitting large data volumes (e.g., images and video frames) from wireless sensors to remote controllers is challenging when uplink capacity is limited (e.g., RedCap devices or massive wireless sensor networks). Furthermore, controllers often need only information-rich representations of the original data. To address this, we propose a semantic-driven predictive control combined with a channel-aware scheduling to enhance the control performance for multiple devices under limited network capacity. At its core, the proposed framework, coined time-series joint-embedding predictive architecture (TS-JEPA), encodes high-dimensional sensory data into low-dimensional semantic embeddings at the sensor, reducing communication overhead. Furthermore, TS-JEPA enables predictive inference by predicting future embeddings from current ones and predicted commands, which are directly used by a semantic actor model to compute control commands within the embedding space, eliminating the need to reconstruct raw data. To further enhance reliability and communication efficiency, a channel-aware scheduling is integrated to dynamically prioritize device transmissions based on channel conditions and age of information (AoI). Extensive simulations on inverted cart-pole systems demonstrate that the proposed framework achieves a 98.95% reduction in communication cost, a normalized prediction error of 0.004, and 74.48% control accuracy, outperforming conventional control baselines. Furthermore, the proposed framework maintains robust control performance on 15-step prediction horizons and supports up to $16\times $ more devices than round-robin and opportunistic scheduling schemes with conventional control baselines under similar network conditions.",journal-article,en,timeseries_jepa_for_predictive_remote_control_under_2026,,Citations: 0 | Content: Journals
IEEE-0024,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",Self-Supervised Learning for Temporal Action Segmentation in Industrial and Manufacturing Videos,Yuliya Vybornova; Maxim Aleshin; Svetlana Illarionova; Ilya Novikov; Dmitrii Shadrin; Artem Nikonorov; Evgeny Burnaev,2025,IEEE Access,10.1109/ACCESS.2025.3545768,https://ieeexplore.ieee.org/document/10906499/,"Reliable methods for process control are required in maintenance to prevent emergencies, maintain high quality of work, and minimize potential risks to workers. Strict adherence to technological processes is also an essential requirement for compliance with production standards. The development of computer vision technologies opens new prospects in the field of video analytics for manufacturing and technological processes. However, effective implementation of AI-based solutions in monitoring systems requires overcoming a number of existing challenges. Among these limitations are difficulties in collecting annotated datasets necessary for training neural network models to solve specific tasks. In this work, we propose a methodology for creating a foundation industrial model (FIM) based on deep learning technology, that allows easy adaptation of algorithms for specific tasks with minimal requirements for annotated datasets. The solution for temporal action segmentation involves the use of self-supervised learning concepts and visual transformers. In order to validate the proposed approach, a dataset was prepared from several technological processes and a part of the data was annotated to enable model training for up to 14 event categories. The tested approaches include the X3D-M architecture and ViT-L. The pre-training is performed using the V-JEPA approach. On the test subset, the proposed approach leads to the Mean over Frame (MoF) of 0.817 and 0.653 for oil change and tire replacement process recognition, respectively. The experiments carried out confirm the feasibility of the proposed approach.",journal-article,en,selfsupervised_learning_for_temporal_action_segmentation_in_2025,,Citations: 5 | Content: Journals
IEEE-0025,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",Cosmos-Surg-DVRK: World Foundation Model-Based Automated Online Evaluation of Surgical Robot Policy Learning,Lukas Zbinden; Nigel Nelson; Juo-Tung Chen; Xinhao Chen; Ji Woong Kim; Mahdi Azizian; Axel Krieger; Sean Huver,2026,IEEE Robotics and Automation Letters,10.1109/LRA.2026.3675962,https://ieeexplore.ieee.org/document/11447382/,"The rise of robot-assisted surgery and vision-language-action models has accelerated progress in autonomous surgical policies and efficient assessment strategies. However, evaluating these policies directly on physical robotic platforms such as the da Vinci Research Kit (dVRK) remains hindered by high costs, time demands, reproducibility challenges, and variability in execution. World foundation models (WFM) for physical AI offer a transformative approach to simulate complex real-world surgical tasks, such as soft tissue deformation, with a high degree of realism. This work introduces Cosmos-Surg-dVRK, a surgical finetune of the Cosmos WFM, which, together with a trained video classifier, enables fully automated online evaluation and benchmarking of surgical policies. We evaluate Cosmos-Surg-dVRK using two independent, teleoperated, real-world dVRK surgical datasets. On tabletop suture pad tasks, the automated pipeline achieves strong correlation between online rollouts in Cosmos-Surg-dVRK and policy outcomes on the real dVRK Si platform, as well as good agreement between human labelers and the V-JEPA 2-derived video classifier. Additionally, preliminary experiments using the state-of-the-art SRT-H surgical policy for ex-vivo porcine cholecystectomy tasks demonstrate promising alignment between Cosmos-Surg-dVRK and real-world dVRK evaluations, highlighting the platform's potential for more complex surgical procedures.",journal-article,en,cosmossurgdvrk_world_foundation_modelbased_automated_online_evaluation_2026,,Citations: 1 | Content: Journals
IEEE-0026,API,IEEE Xplore,2026-09-23,"(""joint embedding predictive architecture"" OR ""JEPA"") AND video",A Comprehensive Survey on Self-Supervised Learning on Computer Vision: Moving Beyond the Supervised Paradigm,Kriti Ohri; Deepak Sukheja; Purushottam Kumar; Sunny Arora; Mukesh Kumar,2026,IEEE Access,10.1109/ACCESS.2026.3722626,https://ieeexplore.ieee.org/document/11657781/,"The availability of large-scale labeled datasets has driven advances in AI-based computer vision, yet supervised learning remains costly and impractical in domains where annotation is scarce. Self-supervised learning (SSL) addresses this by harnessing unlabeled data to learn rich, transferable representations without explicit supervision. This survey presents a seven-category taxonomy of self-supervised learning methods covering: 1) input reconstruction or restoration, 2) context prediction, 3) contrastive learning, 4) feature clustering, 5) self-distillation-based feature reconstruction, 6) redundancy reduction, and 7) masked image modeling, with coverage extended to recent methods that include DINOv2, I-JEPA, SparK, data2vec 2.0, V-JEPA, DINOv3, V-JEPA 2, V-JEPA 2.1, C-JEPA, PhiNet v2. We situate this work within the existing survey landscape by explicitly comparing our contributions with prior SSL reviews. Beyond method descriptions, we provide: a chronological timeline of SSL evolution from 2008 to 2026; a cross-paradigm comparative analysis evaluating all seven families along collapse risk, scalability, computational cost, and downstream transferability; a dedicated comparative analysis of anti-collapse mechanisms; critical limitations and trade-off analyses per method family; and systematic benchmarking evidence on ImageNet-1K, PASCAL VOC, COCO, and five public medical imaging datasets. We also contribute a practical method selection decision matrix, extended challenge discussions, and actionable open problems for future research.",journal-article,en,a_comprehensive_survey_on_selfsupervised_learning_on_2026,,Citations: 0 | Content: Journals
IEEE-0027,API,IEEE Xplore,2026-09-23,"(""generative world model"" OR ""diffusion world model"")",World4RL: Diffusion World Models for Policy Refinement With Reinforcement Learning for Robotic Manipulation,Zhennan Jiang; Kai Liu; Yuxing Qin; Shuai Tian; Yupeng Zheng; Mingcai Zhou; Zhengtao Zhang; Chao Yu; Haoran Li; Dongbin Zhao,2026,IEEE Robotics and Automation Letters,10.1109/LRA.2026.3728345,https://ieeexplore.ieee.org/document/11668663/,"Robotic manipulation policies are commonly initialized through imitation learning, but their performance is limited by the scarcity and narrow coverage of expert data. Reinforcement learning can refine policies to alleviate this limitation, yet real-robot training is costly and unsafe, while training in simulators suffers from the sim-to-real gap. Recent advances in generative models have demonstrated remarkable capabilities in real-world simulation, with diffusion models in particular excelling at generation. This raises the question of how diffusion model-based world models can be combined to enhance pre-trained policies in robotic manipulation. In this work, we propose World4RL, a two-stage system-level framework for robotic manipulation that uses a frozen diffusion visual world model as an imagined environment for reinforcement-learning-based policy refinement. Unlike prior works that primarily employ world models for planning, our framework enables direct end-to-end policy optimization. World4RL is designed around two principles: pre-training a diffusion world model that captures diverse dynamics on multi-task datasets and refining policies entirely within a frozen world model to avoid online real-world interactions. Extensive simulation and real-world experiments demonstrate that World4RL provides high-fidelity environment modeling and enables consistent policy refinement, yielding significantly higher success rates compared to imitation learning and other baselines.",journal-article,en,world4rl_diffusion_world_models_for_policy_refinement_2026,,Citations: 2 | Content: Journals
IEEE-0028,API,IEEE Xplore,2026-09-23,"(""generative world model"" OR ""diffusion world model"")",Dream to Adapt: Meta Reinforcement Learning by Latent Context Imagination and MDP Imagination,Lu Wen; Eric H. Tseng; Huei Peng; Songan Zhang,2024,IEEE Robotics and Automation Letters,10.1109/LRA.2024.3417114,https://ieeexplore.ieee.org/document/10565991/,"Meta reinforcement learning (Meta RL) has been amply explored to quickly learn an unseen task by transferring previously learned knowledge from similar tasks. However, most state-of-the-art Meta RL algorithms require the meta-training tasks to have a dense coverage of the task distribution and a great amount of data for each of them. In this letter, we propose MetaDreamer, a context-based Meta RL algorithm that requires less real training tasks and data by doing meta-imagination and MDP-imagination (Markov-Decision-Process). We perform meta-imagination by interpolating on the learned latent context space with disentangled properties, as well as MDP-imagination through the generative world model where physical knowledge is added to plain VAE networks. Our experiments with various benchmarks show that MetaDreamer outperforms existing approaches in data efficiency and interpolated generalization.",journal-article,en,dream_to_adapt_meta_reinforcement_learning_by_2024,,Citations: 6 | Content: Journals
